"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"PSW00040307","1948-07-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  124",",,X",,,,,"  272",",,X","  244",",,X",,,,,,
"PSW00040307","1948-07-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  254",",,X",,,,,"  267",",,X","  239",",,X",,,,,,
"PSW00040307","1948-07-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  183",",,X",,,,,"  289",",,X","  244",",,X",,,,,,
"PSW00040307","1948-07-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  262",",,X",,,,,"  289",",,X","  233",",,X",,,,,,
"PSW00040307","1948-07-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  124",",,X",,,,,"  317",",,X","  256",",,X",,,,,,
"PSW00040307","1948-07-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  368",",,X",,,,,"  278",",,X","  244",",,X",,,,,,
"PSW00040307","1948-07-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  216",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-07-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   18",",,X",,,,,"  317",",,X","  244",",,X",,,,,,
"PSW00040307","1948-07-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  330",",,X",,,,,"  294",",,X","  256",",,X",,,,,,
"PSW00040307","1948-07-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   56",",,X",,,,,"  306",",,X","  250",",,X",,,,,,
"PSW00040307","1948-07-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   99",",,X",,,,,"  311",",,X","  239",",,X",,,,,,
"PSW00040307","1948-07-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X",,,,,"  306",",,X","  261",",,X",,,,,,
"PSW00040307","1948-07-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-07-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  328",",,X","  256",",,X",,,,,,
"PSW00040307","1948-07-31","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   15",",,X",,,,,"  311",",,X","  250",",,X",,,,,,
"PSW00040307","1948-08-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X",,,,,"  311",",,X","  261",",,X",,,,,,
"PSW00040307","1948-08-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  145",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-08-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   38",",,X",,,,,"  311",",,X","  250",",,X",,,,,,
"PSW00040307","1948-08-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  119",",,X",,,,,"  294",",,X","  256",",,X",,,,,,
"PSW00040307","1948-08-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   89",",,X",,,,,"  311",",,X","  244",",,X",,,,,,
"PSW00040307","1948-08-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  311",",,X","  256",",,X",,,,,,
"PSW00040307","1948-08-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  328",",,X","  261",",,X",,,,,,
"PSW00040307","1948-08-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  306",",,X","  233",",,X",,,,,,
"PSW00040307","1948-08-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  218",",,X",,,,,"  322",",,X","  239",",,X",,,,,,
"PSW00040307","1948-08-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  132",",,X",,,,,"  317",",,X","  256",",,X",,,,,,
"PSW00040307","1948-08-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X",,,,,"  322",",,X","  239",",,X",,,,,,
"PSW00040307","1948-08-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   13",",,X",,,,,"  328",",,X","  261",",,X",,,,,,
"PSW00040307","1948-08-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X",,,,,"  294",",,X","  256",",,X",,,,,,
"PSW00040307","1948-08-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  348",",,X",,,,,"  294",",,X","  244",",,X",,,,,,
"PSW00040307","1948-08-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  254",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-08-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  396",",,X",,,,,"  278",",,X","  233",",,X",,,,,,
"PSW00040307","1948-08-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  170",",,X",,,,,"  306",",,X","  239",",,X",,,,,,
"PSW00040307","1948-08-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   30",",,X",,,,,"  294",",,X","  233",",,X",,,,,,
"PSW00040307","1948-08-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  404",",,X",,,,,"  294",",,X","  233",",,X",,,,,,
"PSW00040307","1948-08-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  306",",,X","  256",",,X",,,,,,
"PSW00040307","1948-08-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-08-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  343",",,X",,,,,"  311",",,X","  233",",,X",,,,,,
"PSW00040307","1948-08-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   89",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-08-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  236",",,X",,,,,"  289",",,X","  233",",,X",,,,,,
"PSW00040307","1948-08-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   30",",,X",,,,,"  317",",,X","  233",",,X",,,,,,
"PSW00040307","1948-08-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  261",",,X",,,,,,
"PSW00040307","1948-08-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   30",",,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-08-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  272",",,X",,,,,"  272",",,X","  233",",,X",,,,,,
"PSW00040307","1948-08-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  378",",,X",,,,,"  283",",,X","  222",",,X",,,,,,
"PSW00040307","1948-08-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  381",",,X",,,,,"  306",",,X","  239",",,X",,,,,,
"PSW00040307","1948-08-31","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   61",",,X",,,,,"  311",",,X","  239",",,X",,,,,,
"PSW00040307","1948-09-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  294",",,X","  256",",,X",,,,,,
"PSW00040307","1948-09-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X",,,,,"  311",",,X","  239",",,X",,,,,,
"PSW00040307","1948-09-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  311",",,X","  256",",,X",,,,,,
"PSW00040307","1948-09-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  216",",,X",,,,,"  306",",,X","  239",",,X",,,,,,
"PSW00040307","1948-09-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X",,,,,"  311",",,X","  239",",,X",,,,,,
"PSW00040307","1948-09-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  224",",,X",,,,,"  300",",,X","  250",",,X",,,,,,
"PSW00040307","1948-09-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   51",",,X",,,,,"  317",",,X","  222",",,X",,,,,,
"PSW00040307","1948-09-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   23",",,X",,,,,"  311",",,X","  250",",,X",,,,,,
"PSW00040307","1948-09-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-09-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-09-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  322",",,X","  256",",,X",,,,,,
"PSW00040307","1948-09-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  322",",,X","  250",",,X",,,,,,
"PSW00040307","1948-09-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   61",",,X",,,,,"  322",",,X","  239",",,X",,,,,,
"PSW00040307","1948-09-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   74",",,X",,,,,"  311",",,X","  256",",,X",,,,,,
"PSW00040307","1948-09-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  234",",,X",,,,,"  317",",,X","  233",",,X",,,,,,
"PSW00040307","1948-09-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  322",",,X","  244",",,X",,,,,,
"PSW00040307","1948-09-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  152",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-09-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  229",",,X",,,,,"  272",",,X","  228",",,X",,,,,,
"PSW00040307","1948-09-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  234",",,X",,,,,"  300",",,X","  217",",,X",,,,,,
"PSW00040307","1948-09-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-09-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  311",",,X","  250",",,X",,,,,,
"PSW00040307","1948-09-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  160",",,X",,,,,"  306",",,X","  256",",,X",,,,,,
"PSW00040307","1948-09-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   15",",,X",,,,,"  311",",,X","  244",",,X",,,,,,
"PSW00040307","1948-09-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  147",",,X",,,,,"  322",",,X","  239",",,X",,,,,,
"PSW00040307","1948-09-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   38",",,X",,,,,"  311",",,X","  250",",,X",,,,,,
"PSW00040307","1948-09-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  114",",,X",,,,,"  300",",,X","  228",",,X",,,,,,
"PSW00040307","1948-09-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  173",",,X",,,,,"  289",",,X","  239",",,X",,,,,,
"PSW00040307","1948-09-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  206",",,X",,,,,"  306",",,X","  228",",,X",,,,,,
"PSW00040307","1948-09-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   30",",,X",,,,,"  306",",,X","  250",",,X",,,,,,
"PSW00040307","1948-09-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  112",",,X",,,,,"  278",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  244",",,X",,,,,"  300",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  112",",,X",,,,,"  306",",,X","  250",",,X",,,,,,
"PSW00040307","1948-10-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  338",",,X",,,,,"  300",",,X","  239",",,X",,,,,,
"PSW00040307","1948-10-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  328",",,X",,,,,"  311",",,X","  217",",,X",,,,,,
"PSW00040307","1948-10-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   33",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  417",",,X",,,,,"  272",",,X","  228",",,X",,,,,,
"PSW00040307","1948-10-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   97",",,X",,,,,"  272",",,X","  239",",,X",,,,,,
"PSW00040307","1948-10-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   13",",,X",,,,,"  283",",,X","  250",",,X",,,,,,
"PSW00040307","1948-10-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   53",",,X",,,,,"  311",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   33",",,X",,,,,"  300",",,X","  239",",,X",,,,,,
"PSW00040307","1948-10-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  279",",,X",,,,,"  278",",,X","  239",",,X",,,,,,
"PSW00040307","1948-10-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  287",",,X",,,,,"  306",",,X","  233",",,X",,,,,,
"PSW00040307","1948-10-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   99",",,X",,,,,"  272",",,X","  228",",,X",,,,,,
"PSW00040307","1948-10-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  124",",,X",,,,,"  311",",,X","  239",",,X",,,,,,
"PSW00040307","1948-10-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X",,,,,"  317",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  406",",,X",,,,,"  289",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X",,,,,"  322",",,X","  261",",,X",,,,,,
"PSW00040307","1948-10-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-10-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   25",",,X",,,,,"  322",",,X","  250",",,X",,,,,,
"PSW00040307","1948-10-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-10-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  322",",,X","  261",",,X",,,,,,
"PSW00040307","1948-10-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   41",",,X",,,,,"  311",",,X","  239",",,X",,,,,,
"PSW00040307","1948-10-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  330",",,X",,,,,"  294",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  262",",,X",,,,,"  322",",,X","  233",",,X",,,,,,
"PSW00040307","1948-10-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X",,,,,"  322",",,X","  261",",,X",,,,,,
"PSW00040307","1948-10-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   33",",,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-10-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  208",",,X",,,,,"  283",",,X","  250",",,X",,,,,,
"PSW00040307","1948-10-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   13",",,X",,,,,"  294",",,X","  244",",,X",,,,,,
"PSW00040307","1948-10-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   13",",,X",,,,,"  317",",,X","  261",",,X",,,,,,
"PSW00040307","1948-10-31","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  250",",,X",,,,,,
"PSW00040307","1948-11-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  201",",,X",,,,,"  311",",,X","  233",",,X",,,,,,
"PSW00040307","1948-11-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X",,,,,"  322",",,X","  256",",,X",,,,,,
"PSW00040307","1948-11-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  165",",,X",,,,,"  306",",,X","  239",",,X",,,,,,
"PSW00040307","1948-11-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X",,,,,"  317",",,X","  261",",,X",,,,,,
"PSW00040307","1948-11-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  306",",,X","  256",",,X",,,,,,
"PSW00040307","1948-11-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  261",",,X",,,,,,
"PSW00040307","1948-11-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  261",",,X",,,,,,
"PSW00040307","1948-11-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X",,,,,"  289",",,X","  256",",,X",,,,,,
"PSW00040307","1948-11-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  102",",,X",,,,,"  306",",,X","  222",",,X",,,,,,
"PSW00040307","1948-11-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   46",",,X",,,,,"  306",",,X","  256",",,X",,,,,,
"PSW00040307","1948-11-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X",,,,,"  311",",,X","  250",",,X",,,,,,
"PSW00040307","1948-11-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  306",",,X","  250",",,X",,,,,,
"PSW00040307","1948-11-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  311",",,X","  256",",,X",,,,,,
"PSW00040307","1948-11-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X",,,,,"  306",",,X","  261",",,X",,,,,,
"PSW00040307","1948-11-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X",,,,,"  311",",,X","  278",",,X",,,,,,
"PSW00040307","1948-11-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  322",",,X","  272",",,X",,,,,,
"PSW00040307","1948-11-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   97",",,X",,,,,"  317",",,X","  261",",,X",,,,,,
"PSW00040307","1948-11-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  294",",,X","  244",",,X",,,,,,
"PSW00040307","1948-11-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  236",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-11-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   41",",,X",,,,,"  311",",,X","  244",",,X",,,,,,
"PSW00040307","1948-11-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   69",",,X",,,,,"  283",",,X","  244",",,X",,,,,,
"PSW00040307","1948-11-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  173",",,X",,,,,"  300",",,X","  250",",,X",,,,,,
"PSW00040307","1948-11-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  239",",,X",,,,,"  317",",,X","  256",",,X",,,,,,
"PSW00040307","1948-11-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   38",",,X",,,,,"  311",",,X","  261",",,X",,,,,,
"PSW00040307","1948-11-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  356",",,X",,,,,"  267",",,X","  250",",,X",,,,,,
"PSW00040307","1948-11-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   30",",,X",,,,,"  306",",,X","  239",",,X",,,,,,
"PSW00040307","1948-11-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  419",",,X",,,,,"  294",",,X","  250",",,X",,,,,,
"PSW00040307","1948-11-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   66",",,X",,,,,"  300",",,X","  250",",,X",,,,,,
"PSW00040307","1948-11-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  311",",,X","  256",",,X",,,,,,
"PSW00040307","1948-12-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   53",",,X",,,,,"  300",",,X","  256",",,X",,,,,,
"PSW00040307","1948-12-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  767",",,X",,,,,"  267",",,X","  222",",,X",,,,,,
"PSW00040307","1948-12-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  846",",,X",,,,,"  289",",,X","  239",",,X",,,,,,
"PSW00040307","1948-12-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   18",",,X",,,,,"  300",",,X","  239",",,X",,,,,,
"PSW00040307","1948-12-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  150",",,X",,,,,"  289",",,X","  222",",,X",,,,,,
"PSW00040307","1948-12-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  124",",,X",,,,,"  311",",,X","  239",",,X",,,,,,
"PSW00040307","1948-12-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  256",",,X",,,,,,
"PSW00040307","1948-12-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-09","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   20",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-10","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  317",",,X","  256",",,X",,,,,,
"PSW00040307","1948-12-11","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   76",",,X",,,,,"  278",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-12","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   58",",,X",,,,,"  267",",,X","  233",",,X",,,,,,
"PSW00040307","1948-12-13","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X",,,,,"  300",",,X","  250",",,X",,,,,,
"PSW00040307","1948-12-14","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X",,,,,"  311",",,X","  256",",,X",,,,,,
"PSW00040307","1948-12-15","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   25",",,X",,,,,"  300",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-16","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  114",",,X",,,,,"  278",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-17","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   76",",,X",,,,,"  306",",,X","  250",",,X",,,,,,
"PSW00040307","1948-12-18","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  475",",,X",,,,,"  300",",,X","  239",",,X",,,,,,
"PSW00040307","1948-12-19","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    5",",,X",,,,,"  300",",,X","  250",",,X",,,,,,
"PSW00040307","1948-12-20","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  300",",,X","  250",",,X",,,,,,
"PSW00040307","1948-12-21","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  300",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-22","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  300",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-23","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  290",",,X",,,,,"  300",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-24","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS"," 1110",",,X",,,,,"  267",",,X","  233",",,X",,,,,,
"PSW00040307","1948-12-25","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  318",",,X",,,,,"  267",",,X","  233",",,X",,,,,,
"PSW00040307","1948-12-26","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X",,,,,"  306",",,X","  239",",,X",,,,,,
"PSW00040307","1948-12-27","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-28","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    3",",,X",,,,,"  311",",,X","  250",",,X",,,,,,
"PSW00040307","1948-12-29","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   25",",,X",,,,,"  300",",,X","  256",",,X",,,,,,
"PSW00040307","1948-12-30","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1948-12-31","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  229",",,X",,,,,"  306",",,X","  244",",,X",,,,,,
"PSW00040307","1949-01-01","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  114",",,X","    0",",,X","    0",",,X","  289",",,X","  244",",,X",,,,,,
"PSW00040307","1949-01-02","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    0","T,,X","    0",",,X","    0",",,X","  289",",,X","  239",",,X",,,,,,
"PSW00040307","1949-01-03","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  208",",,X","    0",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,,
"PSW00040307","1949-01-04","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  264",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
"PSW00040307","1949-01-05","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","    8",",,X","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,
"PSW00040307","1949-01-06","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  157",",,X","    0",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,,
"PSW00040307","1949-01-07","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","  117",",,X","    0",",,X","    0",",,X","  272",",,X","  233",",,X",,,,,,
"PSW00040307","1949-01-08","7.33333","134.48333","30.2","KOROR ISLAND NF, PW PS","   10",",,X","    0",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
