"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PSC00914913","2005-01-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-01-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   56",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-01-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  339",",,Z","  250",",,Z"
"PSC00914913","2005-01-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-01-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   79",",,Z","  333",",,Z","  250",",,Z"
"PSC00914913","2005-01-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2005-01-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  300",",,Z","  233",",,Z"
"PSC00914913","2005-01-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   13",",,Z","  306",",,Z","  250",",,Z"
"PSC00914913","2005-01-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  907",",,Z","  283",",,Z","  244",",,Z"
"PSC00914913","2005-01-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  211",",,Z","  311",",,Z","  233",",,Z"
"PSC00914913","2005-01-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   51",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-01-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   20",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2005-01-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  272",",,Z","  250",",,Z"
"PSC00914913","2005-01-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS",,,"  289",",,Z","  250",",,Z"
"PSC00914913","2005-01-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   18",",,Z","  306",",,Z","  261",",,Z"
"PSC00914913","2005-01-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  311",",,Z","  250",",,Z"
"PSC00914913","2005-01-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  306",",,Z","  239",",,Z"
"PSC00914913","2005-01-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2005-01-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   25",",,Z","  311",",,Z","  222",",,Z"
"PSC00914913","2005-01-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  135",",,Z","  300",",,Z","  250",",,Z"
"PSC00914913","2005-01-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  561",",,Z","  278",",,Z","  222",",,Z"
"PSC00914913","2005-01-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   84",",,Z","  317",",,Z","  222",",,Z"
"PSC00914913","2005-01-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  333",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2005-01-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  272",",,Z","  317",",,Z","  233",",,Z"
"PSC00914913","2005-01-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   10",",,Z","  289",",,Z","  239",",,Z"
"PSC00914913","2005-01-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-01-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-01-30","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   23",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-01-31","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2005-02-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2005-02-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  289",",,Z","  250",",,Z"
"PSC00914913","2005-02-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  107",",,Z","  272",",,Z","  217",",,Z"
"PSC00914913","2005-02-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  300",",,Z","  244",",,Z"
"PSC00914913","2005-02-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  294",",,Z","  250",",,Z"
"PSC00914913","2005-02-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   15",",,Z","  289",",,Z","  239",",,Z"
"PSC00914913","2005-02-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-02-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  233",",,Z"
"PSC00914913","2005-02-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2005-02-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  222",",,Z"
"PSC00914913","2005-02-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   18",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2005-02-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   18",",,Z","  300",",,Z","  244",",,Z"
"PSC00914913","2005-02-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   30",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-02-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-02-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-02-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-02-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  256",",,Z"
"PSC00914913","2005-02-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-02-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   30",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-02-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-02-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-02-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2005-02-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-02-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  233",",,Z"
"PSC00914913","2005-02-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  233",",,Z"
"PSC00914913","2005-02-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2005-02-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   48",",,Z","  306",",,Z","  239",",,Z"
"PSC00914913","2005-02-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   10",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-03-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   76",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-03-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   20",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2005-03-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2005-03-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2005-03-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  216",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-03-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   69",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2005-03-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   10",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2005-03-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   41",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-03-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-03-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  244",",,Z"
"PSC00914913","2005-03-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2005-03-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  241",",,Z","  278",",,Z","  239",",,Z"
"PSC00914913","2005-03-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  109",",,Z","  328",",,Z","  233",",,Z"
"PSC00914913","2005-03-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2005-03-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  311",",,Z","  250",",,Z"
"PSC00914913","2005-03-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   13",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2005-03-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  424",",,Z","  306",",,Z","  250",",,Z"
"PSC00914913","2005-03-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   76",",,Z","  333",",,Z","  239",",,Z"
"PSC00914913","2005-03-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   18",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2005-03-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  160",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2005-03-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   46",",,Z","  300",",,Z","  233",",,Z"
"PSC00914913","2005-03-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   13",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-03-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   61",",,Z","  311",",,Z","  244",",,Z"
"PSC00914913","2005-03-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   33",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-03-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   61",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2005-03-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  198",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-03-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  322",",,Z","  233",",,Z"
"PSC00914913","2005-03-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   25",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2005-03-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-03-30","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   23",",,Z","  300",",,Z","  250",",,Z"
"PSC00914913","2005-03-31","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-04-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  180",",,Z","  339",",,Z","  244",",,Z"
"PSC00914913","2005-04-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  239",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-04-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-04-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  339",",,Z","  244",",,Z"
"PSC00914913","2005-04-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   25",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-04-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   18",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2005-04-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-04-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   51",",,Z","  333",",,Z","  250",",,Z"
"PSC00914913","2005-04-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   41",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-04-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  306",",,Z","  250",",,Z"
"PSC00914913","2005-04-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2005-04-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  339",",,Z","  250",",,Z"
"PSC00914913","2005-04-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-04-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-04-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  208",",,Z","  333",",,Z","  222",",,Z"
"PSC00914913","2005-04-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  429",",,Z","  289",",,Z","  222",",,Z"
"PSC00914913","2005-04-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  503",",,Z","  300",",,Z","  228",",,Z"
"PSC00914913","2005-04-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-04-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2005-04-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  284",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-04-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-04-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   69",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2005-04-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2005-04-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2005-04-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   13",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2005-04-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-04-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2005-04-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   43",",,Z","  333",",,Z","  256",",,Z"
"PSC00914913","2005-04-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   94",",,Z","  333",",,Z","  244",",,Z"
"PSC00914913","2005-04-30","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   13",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-05-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-05-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   33",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-05-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  556",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2005-05-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   43",",,Z","  339",",,Z","  244",",,Z"
"PSC00914913","2005-05-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  272",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2005-05-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  607",",,Z","  300",",,Z","  228",",,Z"
"PSC00914913","2005-05-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   51",",,Z","  333",",,Z","  244",",,Z"
"PSC00914913","2005-05-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  251",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-05-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   33",",,Z","  322",",,Z","  222",",,Z"
"PSC00914913","2005-05-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  302",",,Z","  306",",,Z","  239",",,Z"
"PSC00914913","2005-05-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  284",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2005-05-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   61",",,Z","  294",",,Z","  244",",,Z"
"PSC00914913","2005-05-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  348",",,Z","  306",",,Z","  244",",,Z"
"PSC00914913","2005-05-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  140",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2005-05-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  345",",,Z","  300",",,Z","  244",",,Z"
"PSC00914913","2005-05-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  394",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2005-05-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  264",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2005-05-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  211",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2005-05-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   66",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-05-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   48",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-05-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   10",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-05-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   43",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-05-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  333",",,Z","  261",",,Z"
"PSC00914913","2005-05-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  284",",,Z","  294",",,Z","  244",",,Z"
"PSC00914913","2005-05-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   38",",,Z","  328",",,Z","  233",",,Z"
"PSC00914913","2005-05-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   43",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-05-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  216",",,Z","  294",",,Z","  250",",,Z"
"PSC00914913","2005-05-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   99",",,Z","  328",",,Z","  222",",,Z"
"PSC00914913","2005-05-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   13",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-05-30","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2005-05-31","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   46",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2005-06-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  213",",,Z","  306",",,Z","  244",",,Z"
"PSC00914913","2005-06-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   10",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2005-06-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   56",",,Z","  311",",,Z","  261",",,Z"
"PSC00914913","2005-06-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   20",",,Z","  317",",,Z","  256",",,Z"
"PSC00914913","2005-06-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  267",",,Z"
"PSC00914913","2005-06-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  261",",,Z"
"PSC00914913","2005-06-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  432",",,Z","  333",",,Z","  261",",,Z"
"PSC00914913","2005-06-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2005-06-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   94",",,Z","  328",",,Z","  261",",,Z"
"PSC00914913","2005-06-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  417",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-06-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  378",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2005-06-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   15",",,Z","  328",",,Z","  261",",,Z"
"PSC00914913","2005-06-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  117",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2005-06-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  241",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-06-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  284",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2005-06-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  297",",,Z","  306",",,Z","  239",",,Z"
"PSC00914913","2005-06-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  145",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2005-06-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   51",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2005-06-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  251",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2005-06-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  292",",,Z","  300",",,Z","  250",",,Z"
"PSC00914913","2005-06-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   23",",,Z","  311",",,Z","  244",",,Z"
"PSC00914913","2005-06-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2005-06-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  330",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2005-06-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  218",",,Z","  328",",,Z","  233",",,Z"
"PSC00914913","2005-06-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  142",",,Z","  322",",,Z","  233",",,Z"
"PSC00914913","2005-06-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  109",",,Z","  300",",,Z","  244",",,Z"
"PSC00914913","2005-06-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   53",",,Z","  311",",,Z","  250",",,Z"
