"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"PSC00914519","1987-11-01","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   33",",,0","    0","P,,0","    0",",,0","  300",",,0","  217",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-11-02","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   13",",,0","    0","P,,0","    0","P,,0","  328",",,0","  222",",,0",,,,,"  300",",,0",,,,,,
"PSC00914519","1987-11-03","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   94",",,0","    0","P,,0","    0","P,,0","  322",",,0","  239",",,0",,,,,"  261",",,0","    1",",,0",,,,
"PSC00914519","1987-11-04","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  216",",,0","    0","P,,0","    0","P,,0","  306",",,0","  222",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-11-05","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   76",",,0","    0","P,,0","    0","P,,0","  311",",,0","  228",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-11-06","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-11-07","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   53",",,0","    0","P,,0","    0","P,,0","  328",",,0","  222",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-11-08","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  333",",,0","    0","P,,0","    0","P,,0","  317",",,0","  217",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-11-09","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  117",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-11-10","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  363",",,0","    0","P,,0","    0","P,,0","  328",",,0","  211",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-11-11","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  478",",,0","    0","P,,0","    0","P,,0","  328",",,0","  211",",,0",,,,,"  283",",,0","    1",",,0",,,,
"PSC00914519","1987-11-12","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-11-13","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   69",",,0","    0","P,,0","    0","P,,0","  322",",,0","  228",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1987-11-14","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  147",",,0","    0","P,,0","    0","P,,0","  328",",,0","  228",",,0",,,,,"  244",",,0",,,,,,
"PSC00914519","1987-11-15","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  328",",,0","  228",",,0",,,,,"  306",",,0",,,,,,
"PSC00914519","1987-11-16","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-11-17","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-11-18","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  168",",,0","    0","P,,0","    0","P,,0","  328",",,0","  233",",,0",,,,,"  250",",,0",,,,,,
"PSC00914519","1987-11-19","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0","P,,0","  317",",,0","  239",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-11-20","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  206",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-11-21","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   18",",,0","    0","P,,0","    0","P,,0","  322",",,0","  250",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-11-22","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  345",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1987-11-23","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  294",",,0","  272",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-11-24","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   84",",,0","    0","P,,0","    0","P,,0","  311",",,0","  239",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1987-11-25","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   36",",,0","    0","P,,0","    0","P,,0","  311",",,0","  244",",,0",,,,,"  300",",,0",,,,,,
"PSC00914519","1987-11-26","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-11-27","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   25",",,0","    0","P,,0","    0","P,,0","  328",",,0","  233",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1987-11-28","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  351",",,0","    0","P,,0","    0","P,,0","  328",",,0","  233",",,0",,,,,"  250",",,0",,,,,,
"PSC00914519","1987-11-29","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   58",",,0","    0","P,,0","    0","P,,0","  294",",,0","  222",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-11-30","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  228",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-12-01","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0",",,0","  328",",,0","  211",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-12-02","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  328",",,0","  206",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-12-03","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   69",",,0","    0","P,,0","    0","P,,0","  322",",,0","  206",",,0",,,,,"  244",",,0",,,,,,
"PSC00914519","1987-12-04","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   30",",,0","    0","P,,0","    0","P,,0","  328",",,0","  233",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1987-12-05","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   81",",,0","    0","P,,0","    0","P,,0","  317",",,0","  228",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-12-06","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   69",",,0","    0","P,,0","    0","P,,0","  317",",,0","  217",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-12-07","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   91",",,0","    0","P,,0","    0","P,,0","  328",",,0","  228",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1987-12-08","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   30",",,0","    0","P,,0","    0","P,,0","  328",",,0","  206",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1987-12-09","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  109",",,0","    0","P,,0","    0","P,,0","  333",",,0","  222",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1987-12-10","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  188",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-12-11","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-12-12","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   10",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-12-13","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1987-12-14","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   13",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-12-15","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  322",",,0","  211",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1987-12-16","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  173",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1987-12-17","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1987-12-18","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    5",",,0","    0","P,,0","    0","P,,0","  328",",,0","  217",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1987-12-19","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   43",",,0","    0","P,,0","    0","P,,0","  328",",,0","  211",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1987-12-20","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   53",",,0","    0","P,,0","    0","P,,0","  328",",,0","  222",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1987-12-21","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   18",",,0","    0","P,,0","    0","P,,0","  322",",,0","  239",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1987-12-22","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   58",",,0","    0","P,,0","    0","P,,0","  317",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1987-12-23","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   41",",,0","    0","P,,0","    0","P,,0","  322",",,0","  211",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1987-12-24","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   79",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1987-12-25","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0","P,,0","  322",",,0","  233",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1987-12-26","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  206",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1987-12-27","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,
"PSC00914519","1987-12-28","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS",,,"    0","P,,0","    0","P,,0","  317",",,0","  228",",,0","    2",",,0","  386",",,0","  256",",,0",,,,,,
"PSC00914519","1987-12-29","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  483",",,0","    0","P,,0","    0","P,,0","  300",",,0","  211",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1987-12-30","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  300",",,0","  206",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1987-12-31","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   13",",,0","    0","P,,0","    0","P,,0","  328",",,0","  217",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1988-01-01","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   81",",,0","    0","P,,0","    0",",,0","  317",",,0","  222",",,0",,,,,"  244",",,0",,,,,,
"PSC00914519","1988-01-02","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  475",",,0","    0","P,,0","    0","P,,0","  300",",,0","  189",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1988-01-03","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  200",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1988-01-04","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   10",",,0","    0","P,,0","    0","P,,0","  328",",,0","  228",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-01-05","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  311",",,0","  206",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1988-01-06","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    5",",,0","    0","P,,0","    0","P,,0","  317",",,0","  194",",,0",,,,,"  244",",,0",,,,,,
"PSC00914519","1988-01-07","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  206",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-01-08","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  211",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1988-01-09","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  200",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1988-01-10","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  175",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1988-01-11","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  200",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1988-01-12","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   13",",,0","    0","P,,0","    0","P,,0","  322",",,0","  200",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1988-01-13","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  189",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-01-14","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  200",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1988-01-15","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  328",",,0","  228",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-01-16","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  189",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1988-01-17","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    5",",,0","    0","P,,0","    0","P,,0","  322",",,0","  211",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1988-01-18","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   10",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-01-19","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   38",",,0","    0","P,,0","    0","P,,0","  311",",,0","  222",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-01-20","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  528",",,0","    0","P,,0","    0","P,,0","  272",",,0","  217",",,0",,,,,"  239",",,0",,,,,,
"PSC00914519","1988-01-21","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  130",",,0","    0","P,,0","    0","P,,0","  283",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-01-22","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1988-01-23","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   91",",,0","    0","P,,0","    0","P,,0","  328",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-01-24","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    5",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1988-01-25","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   30",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1988-01-26","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  311",",,0","  222",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1988-01-27","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   43",",,0","    0","P,,0","    0","P,,0","  328",",,0","  222",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1988-01-28","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  311",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-01-29","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   28",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-01-30","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   13",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  267",",,0","    1",",,0",,,,
"PSC00914519","1988-01-31","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  437",",,0","    0","P,,0","    0","P,,0","  289",",,0","  228",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-01","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  178",",,0","    0","P,,0","    0",",,0","  306",",,0","  228",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1988-02-02","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   64",",,0","    0","P,,0","    0","P,,0","  306",",,0","  217",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1988-02-03","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    5",",,0","    0","P,,0","    0","P,,0","  317",",,0","  200",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1988-02-04","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  328",",,0","  217",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1988-02-05","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  124",",,0","    0","P,,0","    0","P,,0","  306",",,0","  228",",,0",,,,,"  244",",,0",,,,,,
"PSC00914519","1988-02-06","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  770",",,0","    0","P,,0","    0","P,,0","  283",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-07","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  211",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-02-08","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  770",",,0","    0","P,,0","    0","P,,0","  311",",,0","  217",",,0",,,,,"  250",",,0",,,,,,
"PSC00914519","1988-02-09","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0","T,,0","    0","P,,0","    0","P,,0","  311",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-10","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   28",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-02-11","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   10",",,0","    0","P,,0","    0","P,,0","  317",",,0","  228",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-12","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   30",",,0","    0","P,,0","    0","P,,0","  317",",,0","  211",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-02-13","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  173",",,0","    0","P,,0","    0","P,,0","  317",",,0","  211",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-14","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   18",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-15","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-16","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0","T,,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-17","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   38",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1988-02-18","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    5",",,0","    0","P,,0","    0","P,,0","  311",",,0","  222",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1988-02-19","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   33",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  250",",,0",,,,,,
"PSC00914519","1988-02-20","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   38",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-21","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  311",",,0","  200",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-02-22","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  189",",,0",,,,,"  250",",,0",,,,,,
"PSC00914519","1988-02-23","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  322",",,0","  200",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-24","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  102",",,0","    0","P,,0","    0","P,,0","  317",",,0","  217",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-02-25","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  224",",,0","    0","P,,0","    0","P,,0","  294",",,0","  217",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1988-02-26","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   71",",,0","    0","P,,0","    0","P,,0","  306",",,0","  222",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-02-27","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  317",",,0","  211",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-02-28","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  234",",,0","    0","P,,0","    0","P,,0","  300",",,0","  206",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1988-02-29","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   51",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-03-01","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0",",,0","  317",",,0","  222",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1988-03-02","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    5",",,0","    0","P,,0","    0","P,,0","  317",",,0","  239",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1988-03-03","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   51",",,0","    0","P,,0","    0","P,,0","  306",",,0","  217",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-03-04","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  311",",,0","  244",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-03-05","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   23",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-03-06","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  200",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1988-03-07","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    8",",,0","    0","P,,0","    0","P,,0","  322",",,0","  206",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1988-03-08","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    3",",,0","    0","P,,0","    0","P,,0","  322",",,0","  206",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1988-03-09","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   69",",,0","    0","P,,0","    0","P,,0","  322",",,0","  211",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1988-03-10","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0","P,,0","  317",",,0","  228",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1988-03-11","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   66",",,0","    0","P,,0","    0","P,,0","  322",",,0","  228",",,0",,,,,"  267",",,0",,,,,,
"PSC00914519","1988-03-12","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   69",",,0","    0","P,,0","    0","P,,0","  317",",,0","  217",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1988-03-13","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  311",",,0","  206",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-03-14","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   13",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1988-03-15","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   66",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1988-03-16","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  283",",,0",,,,,,
