"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"PSW00040305","1945-09-23","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   97",",,X","    0",",,X","  322",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-09-24","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   94",",,X","    0",",,X","  272",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-09-25","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  317",",,X","  239",",,X",,,,,,
"PSW00040305","1945-09-26","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-09-27","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  196",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-09-28","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   25",",,X","    0",",,X","  317",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-09-29","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  615",",,X","    0",",,X","  311",",,X","  233",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-09-30","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   61",",,X","    0",",,X","  294",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-01","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  306",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-02","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  107",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-03","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  147",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-04","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-05","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   18",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-06","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  645",",,X","    0",",,X","  294",",,X","  233",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-10-07","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  538",",,X","    0",",,X","  306",",,X","  233",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-10-08","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  295",",,X","    0",",,X","  300",",,X","  233",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-10-09","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    3",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-10","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  322",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-11","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  294",",,X","  250",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-10-12","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   15",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-13","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   56",",,X","    0",",,X","  317",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-14","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   64",",,X","    0",",,X","  311",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-15","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  399",",,X","    0",",,X","  300",",,X","  256",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-10-16","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  311",",,X","  228",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-17","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,,
"PSW00040305","1945-10-18","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  259",",,X","    0",",,X","  278",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-19","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  317",",,X","  239",",,X",,,,,,
"PSW00040305","1945-10-20","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   10",",,X","    0",",,X","  322",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-21","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  257",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-22","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   33",",,X","    0",",,X","  322",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-23","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    3",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-24","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  317",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-25","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   66",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-26","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  198",",,X","    0",",,X","  306",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-27","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   94",",,X","    0",",,X","  306",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-28","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  168",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-29","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  311",",,X","  261",",,X",,,,,,
"PSW00040305","1945-10-30","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  140",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-10-31","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  254",",,X","    0",",,X","  306",",,X","  228",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-01","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   30",",,X","    0",",,X","  311",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-02","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   71",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-03","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   15",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-04","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    3",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-05","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  117",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-06","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  328",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-07","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    8",",,X","    0",",,X","  322",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-08","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   66",",,X","    0",",,X","  322",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-09","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   53",",,X","    0",",,X","  322",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-10","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  188",",,X","    0",",,X","  300",",,X","  250",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-11-11","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  325",",,X","    0",",,X","  306",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-12","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  206",",,X","    0",",,X","  283",",,X","  233",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-11-13","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  328",",,X","  250",",,X",,,,,,
"PSW00040305","1945-11-14","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  317",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-15","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   99",",,X","    0",",,X","  306",",,X","  239",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-11-16","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   28",",,X","    0",",,X","  311",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-17","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   36",",,X","    0",",,X","  322",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-18","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  762",",,X","    0",",,X","  272",",,X","  228",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-19","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-20","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  317",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-21","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   25",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-22","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   69",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-23","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   81",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-24","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    3",",,X","    0",",,X","  322",",,X","  250",",,X",,,,,,
"PSW00040305","1945-11-25","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,,
"PSW00040305","1945-11-26","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  311",",,X","  261",",,X",,,,,,
"PSW00040305","1945-11-27","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  317",",,X","  250",",,X",,,,,,
"PSW00040305","1945-11-28","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   36",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-29","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  306",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-11-30","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  333",",,X","  239",",,X",,,,,,
"PSW00040305","1945-12-01","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   64",",,X","    0",",,X","  322",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-02","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  127",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-03","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  317",",,X","  250",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-12-04","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   25",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-05","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   46",",,X","    0",",,X","  317",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-06","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  224",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-07","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   71",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-08","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  317",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-09","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    8",",,X","    0",",,X","  300",",,X","  244",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1945-12-10","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   97",",,X","    0",",,X","  317",",,X","  261",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-11","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  909",",,X","    0",",,X","  289",",,X","  222",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-12","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  284",",,X","    0",",,X","  289",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-13","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   46",",,X","    0",",,X","  322",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-14","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  317",",,X","  239",",,X",,,,,,
"PSW00040305","1945-12-15","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   13",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-16","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  311",",,X","  261",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-17","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  317",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-18","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  311",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-19","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS"," 1026",",,X","    0",",,X","  278",",,X","  228",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-20","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  358",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-21","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-22","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  338",",,X","    0",",,X","  317",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-23","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   28",",,X","    0",",,X","  306",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-24","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,,
"PSW00040305","1945-12-25","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   10",",,X","    0",",,X","  311",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-26","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  333",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-27","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   18",",,X","    0",",,X","  317",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-28","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  322",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-29","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   94",",,X","    0",",,X","  333",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-30","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   30",",,X","    0",",,X","  317",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1945-12-31","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  300",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-01","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  119",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-02","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  107",",,X","    0",",,X","  306",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-03","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  178",",,X","    0",",,X","  300",",,X","  244",",,X",,,"    1",",,X","    1",",,X"
"PSW00040305","1946-01-04","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  269",",,X","    0",",,X","  294",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-05","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   64",",,X","    0",",,X","  300",",,X","  239",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-06","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   23",",,X","    0",",,X","  317",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-07","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  122",",,X","    0",",,X","  317",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-08","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   38",",,X","    0",",,X","  294",",,X","  256",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-09","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  322",",,X","  267",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-10","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS",,,"    0",",,X","  272",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-11","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS",,,"    0",",,X",,,,,,,,,"    1",",,X"
"PSW00040305","1946-01-12","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  498",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-13","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  163",",,X","    0",",,X","  328",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-14","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   18",",,X","    0",",,X","  294",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-15","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  317",",,X","  228",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-16","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  317",",,X","  222",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-17","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   99",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-18","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   53",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-19","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  269",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-20","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  467",",,X","    0",",,X","  306",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-21","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  122",",,X","    0",",,X","  294",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-22","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,,
"PSW00040305","1946-01-23","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  306",",,X","  250",",,X",,,,,,
"PSW00040305","1946-01-24","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,,
"PSW00040305","1946-01-25","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  328",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-26","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   58",",,X","    0",",,X","  322",",,X","  233",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-27","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  170",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-28","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    5",",,X","    0",",,X","  311",",,X","  244",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-29","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-30","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   20",",,X","    0",",,X","  311",",,X","  250",",,X",,,,,"    1",",,X"
"PSW00040305","1946-01-31","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    8",",,X","    0",",,X","  322",",,X","  228",",,X",,,,,"    1",",,X"
"PSW00040305","1946-02-01","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  306",",,X","  267",",,X",,,,,,
"PSW00040305","1946-02-02","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   58",",,X","    0",",,X","  317",",,X","  256",",,X",,,,,,
"PSW00040305","1946-02-03","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   15",",,X","    0",",,X","  317",",,X","  244",",,X",,,,,,
"PSW00040305","1946-02-04","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   38",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
"PSW00040305","1946-02-05","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   48",",,X","    0",",,X","  306",",,X","  261",",,X",,,,,,
"PSW00040305","1946-02-06","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  317",",,X","  239",",,X",,,,,,
"PSW00040305","1946-02-07","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  317",",,X","  244",",,X",,,,,,
"PSW00040305","1946-02-08","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  300",",,X","  250",",,X",,,,,,
"PSW00040305","1946-02-09","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","  119",",,X","    0",",,X","  317",",,X","  244",",,X",,,,,,
"PSW00040305","1946-02-10","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  311",",,X","  233",",,X",,,,,,
"PSW00040305","1946-02-11","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   18",",,X","    0",",,X","  322",",,X","  256",",,X",,,,,,
"PSW00040305","1946-02-12","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   56",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
"PSW00040305","1946-02-13","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   15",",,X","    0",",,X","  300",",,X","  244",",,X",,,,,,
"PSW00040305","1946-02-14","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  311",",,X","  244",",,X",,,,,,
"PSW00040305","1946-02-15","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0","T,,X","    0",",,X","  317",",,X","  261",",,X",,,,,,
"PSW00040305","1946-02-16","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","    0",",,X","    0",",,X","  322",",,X","  256",",,X",,,,,,
"PSW00040305","1946-02-17","7.0","134.25","5.2","PELELIU ISLAND PALAU ISLANDS, PW PS","   20",",,X","    0",",,X","  322",",,X","  250",",,X",,,,,,
